	cluster_0	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8	cluster_9	cluster_10	cluster_11	cluster_12	cluster_13	cluster_14	cluster_15	cluster_16	cluster_17	cluster_18	cluster_19	cluster_20	cluster_21	cluster_22	cluster_23	cluster_24	cluster_25	cluster_26	cluster_27	cluster_28
MRTO4	337.93670242441414	272.94699922911315	108.742127707208	246.40523125338404	1455.88089638389	60.054681896623	230.884108659676	81.8238363797138	482.555727265241	176.49762804641102	213.15782509713299	259.5657512157194	161.73112984033256	179.143921440585	187.350300338941	97.3240159660588	8.63695234018494	192.39651644380382	253.8740822860841	0.0	68.66050128653623	0.0	0.0	303.18937116004327	201.82098093129892	301.1060847212055	277.331570549963	202.63630708540734	200.88019437985324
SP110	125.45715885768738	92.15588661951007	192.082546892911	173.77434141775137	54.9047205994495	238.745170184007	298.528248941691	702.139364555293	81.738401594293	125.7670908484488	123.01112827196262	99.89701151863596	94.97539892009506	38.3052765333882	125.65441065405861	64.7820932516605	242.582625713212	158.90582320967675	154.48086477093653	201.367095265632	89.30168790511831	81.6643896992729	85.2474672826813	95.7735661206557	96.78344308594917	162.3242227928855	38.0629860856482	104.85875796314917	83.14030921881121
EMC1	19.7670988433492	13.990484302774357	30.3152672102933	20.654081925273697	32.7515373680078	5.30327453791203	17.9553435486806	11.4003726648902	7.55736189823057	12.22707016340545	16.718600176347216	13.890106971629619	16.714548030896104	11.8791246160029	5.992368682554805	27.2564886905371	1.20783707764537	15.394487825725426	29.924741061148392	10.5512127051185	19.328998772722255	4.55815250970138	0.0	13.019127991568821	12.496569083570929	14.50657079314537	15.6857370105876	14.8369756712854	14.433664619975206
UBR4	11.367553747211991	13.558577831638686	1.66739869621362	9.466988903427808	13.2490763235294	15.5688210245793	13.9083118018544	16.1559677461085	8.00546230888073	9.083715909387722	7.890333600546462	7.06931736349985	10.314441709320493	24.1853145302141	6.639048868495816	19.1476301917348	23.8243575853297	12.37124301245953	20.829642863346667	18.0585924645954	16.62648892680287	7.8190805886926	17.9431934674452	11.263473942669128	9.099733666169906	15.42742518561785	15.707449638813	11.594500526737908	12.04606664683544
ALDH4A1	3.8073182319615273	3.0639588927224324	0.0	1.8493731936272502	0.0	11.3380958049935	0.0	0.0	0.0	0.7215337910368068	1.5676643958095902	2.4656653282710157	0.4486002562603142	0.0	0.8252505386071467	0.0	0.0	0.9838808169119961	3.372479989390257	0.0	13.613634989932141	0.0	0.0	0.08350414758149242	3.9555212508910538	0.0	0.0	0.11568630810741833	0.7738017771001321
SP140	61.17687018478138	57.264680877481396	59.4215583260769	102.23411426818505	113.304086894593	36.2911282914661	91.4593979758967	84.9668562452284	30.4103585696149	102.34607633337468	63.929922790674425	69.34002205754265	80.94111431949707	39.0284247906631	79.10906841505482	50.7121904322281	78.6467213248267	130.47549162482605	33.10218377814432	3.01919953562599	62.68691255794298	66.7505613626058	28.6823847652031	37.06506494150813	73.35150536961747	58.59193963357	31.8813637045793	51.75732628674056	4.951477182008566
RCC2	25.14089447608393	26.54786511888118	31.9993527701104	22.66070453023796	9.19455784033928	28.0723797925052	26.6463475941758	6.38300696155178	52.790937080537	31.79770024949729	16.457201570105177	20.748595371015323	17.351833705850126	75.9443325218479	21.33405021607889	11.8140692726526	14.0084275365502	23.039709452308617	18.110677738007432	4.58881068931511	23.384217947610907	7.070421489172	21.6932024617188	30.554890661916904	18.771271108980006	30.540591051893202	11.4164821631737	35.76334317519645	10.789816585668333
PADI2	7.547990751662165	4.337827592501729	1.5241121179409	6.228124947190134	2.79585113319698	2.69758501391691	8.81904521360199	1.19144993925718	7.44754514641683	3.572837188270515	3.264092879803395	3.282401656492813	3.089363387258678	1.44166784911585	3.2034134618282484	0.0	0.0	5.282302569776482	8.965356329818729	4.31578664932303	5.884120486235799	3.00927046486741	7.29759693848859	4.694881776853271	3.189962947236588	4.20458351358789	5.41367434157806	4.216033538141651	4.524214972534734
SDHB	869.7335584053994	761.4457603148745	1876.29704022096	823.4464650642797	2095.42707898713	81.8303062871318	1458.03679708851	909.84997895138	1455.42240116824	880.3125123224487	901.54756310775	740.6999226961644	641.6942012783551	1214.67560825393	847.1837406321245	865.017673073094	1950.25412765481	901.5883361301736	940.1946435113275	748.647460009602	852.7646571661563	0.0	1040.9777032117	620.0673902400173	718.2051261026328	581.2895204414915	702.866906785959	910.724128735067	732.6010899673387
ATP13A2	0.3322030949352508	0.6921462510830281	0.0	0.14249185422216912	38.3836781713621	0.963289503218425	0.0	0.0	0.0	5.152937396949027	1.532021638788278	0.79547729806747	1.8248488842828725	0.0	0.5125660496427868	0.0	5.14627522362029	0.42112999628642706	0.7510623164636241	5.50780058942883	2.089376019615785	1.0569034108545	0.0	1.4784085787313728	0.4541281838084869	4.79522888541731	0.0	0.4275260625879207	2.2427706820019173
SP100	42.88373258464072	94.00377127441351	47.1159673653329	50.81390964955244	37.0819036100859	0.0	0.0	52.151072593484	42.1284557170387	59.077944881690904	85.62169882494511	74.58626916513937	94.27031042240698	110.407928463736	90.75957979307675	0.0	90.7457353998636	104.30835443051373	60.19506127321659	211.152464761255	41.252832117029435	90.6173675270209	129.602121810175	59.154437030851575	84.9817052167516	175.706908478381	0.0	63.630291633537205	70.03429865738326
NECAP2	30.94694203667332	57.67614757294517	0.0	38.11272500428933	61.2188684966187	277.44777959889	20.0770024629211	102.049512732879	27.8478887927004	36.132755127520134	33.333083157696315	46.41071966366196	35.01677610119842	12.306865600086	23.29818239186246	123.601376948184	8.26856143894529	36.597677566344856	64.81792254070135	17.1239853287361	50.21820256599729	0.0	83.9472479589942	18.865217998463386	29.80964493003728	55.590047872931	99.2744651950919	22.533007129279458	14.717183083304128
SZRD1	10.759747410151965	10.868441891738163	17.2239168425674	13.6408206309495	18.4212264557621	7.10349160876897	21.9318597432993	9.97512230696388	20.7427337059389	10.842217223394803	8.293302264040294	10.500739264442503	6.818315833059846	5.336802789394	5.209437306670146	0.0	2.95542742103616	7.8537955059683275	10.38926760003181	37.2231215749086	8.686508275300742	0.0	4.04707535651104	9.61785315087831	9.608107998739843	8.279020921501406	16.6732174593804	9.144097427862334	13.114011856197202
FBXO42	9.947649941672488	6.4189972699214355	1.71643709357034	5.081862876993418	0.0	1.48575859354915	2.65311609483183	6.05803223660561	4.46596244275996	2.9232706565726256	3.354837966423432	2.81179749316493	3.0972539503174863	0.0	0.7438858102320975	0.0	0.897628408908751	1.0836419384877578	0.9398339393303949	0.727057808979128	1.4364329427285687	28.8847854743949	0.356168679853477	3.6902761647552196	2.0285343952045625	12.94655017585705	0.0	0.7385197875999273	1.7458236920110677
RSG1	0.5839663078603133	0.112874966613421	0.0	2.277963610055937	0.0	0.0	0.0	0.0	10.7177574831316	4.3154016071320545	3.020280799750736	0.0	5.722439334082615	0.0	1.3696315759822562	0.0	0.0	0.13359098681873	0.21287910438995214	0.0	0.32812076592649847	0.0	0.0	0.6591008349165672	3.6623221954688647	0.0	0.0	0.051673111001028	2.1171327418259747
