,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id
10FTHF5GLUtl_pos,147.0,0.07010858465571475,0.6553431789715344,0.768566514999994,10FTHF5GLUtl
10FTHF5GLUtm_pos,124.0,0.4194324996066613,0.4611270958749941,0.8292318505569312,10FTHF5GLUtm
10FTHF6GLUtl_pos,146.0,0.0771336684412056,0.6545785152434961,0.768566514999994,10FTHF6GLUtl
10FTHF6GLUtm_pos,125.0,0.3947417052130072,0.47866267865780443,0.8163976175996286,10FTHF6GLUtm
10FTHF7GLUtl_pos,142.0,0.11116230009522643,0.6326608925889806,0.768566514999994,10FTHF7GLUtl
10FTHF7GLUtm_pos,126.0,0.37095103453309664,0.4643228581426471,0.8163976175996286,10FTHF7GLUtm
10FTHFtl_neg,147.0,0.07010858465571475,0.6553431789715425,0.768566514999994,10FTHFtl
10FTHFtm_neg,113.0,0.7434206976952524,0.7017033610442571,0.8802990064584605,10FTHFtm
10FTHFtm_pos,112.0,0.7766531265771661,0.36395228261063217,0.8802990064584605,10FTHFtm
11DOCRTSLtm_pos,112.0,0.7766531265771661,0.36310506943368553,0.8802990064584605,11DOCRTSLtm
11DOCRTSLtr_neg,112.0,0.7766531265771661,0.3631050694336816,0.8802990064584605,11DOCRTSLtr
11DOCRTSTRNtm_pos,112.0,0.7766531265771661,0.36816265364952216,0.8802990064584605,11DOCRTSTRNtm
11DOCRTSTRNtr_neg,112.0,0.7766531265771661,0.3681626536495243,0.8802990064584605,11DOCRTSTRNtr
13DAMPPOX_pos,107.0,0.9478034802354203,0.3081992118029144,0.9736346023382724,13DAMPPOX
1MNCAMti_pos,105.0,0.9825901131969854,0.1086658664496344,0.9825901131969854,1MNCAMti
1PPDCRp_pos,137.0,0.16920192165920167,0.475524739222233,0.768566514999994,1PPDCRp
1a25DHVITD3TRn_pos,112.0,0.7766531265771661,0.37592717984423607,0.8802990064584605,1a25DHVITD3TRn
24NPHte_neg,117.0,0.615737058040257,0.1238229391411047,0.8475032540441739,24NPHte
24_25DHVITD2t_pos,106.0,0.9825901131969854,0.07031481390157057,0.9825901131969854,24_25DHVITD2t
24_25DHVITD2tm_pos,106.0,0.9825901131969854,0.07031481390157057,0.9825901131969854,24_25DHVITD2tm
24_25DHVITD3t_pos,112.0,0.7766531265771661,0.37592717984423035,0.8802990064584605,24_25DHVITD3t
24_25DHVITD3tm_pos,112.0,0.7766531265771661,0.3744802906331225,0.8802990064584605,24_25DHVITD3tm
24_25VITD2Hm_pos,106.0,0.9825901131969854,0.07031481390157057,0.9825901131969854,24_25VITD2Hm
24_25VITD3Hm_pos,112.0,0.7766531265771661,0.3744802906331225,0.8802990064584605,24_25VITD3Hm
25HVITD3c_pos,112.0,0.7766531265771661,0.37592717984423607,0.8802990064584605,25HVITD3c
2AMACHYD_pos,124.0,0.4194324996066613,0.38960949623901037,0.8292318505569312,2AMACHYD
2AMACSULT_pos,120.0,0.5268434347302196,0.531150159652143,0.8325568463681905,2AMACSULT
2AMADPTm_pos,136.0,0.18314652532853137,0.5767922660295794,0.768566514999994,2AMADPTm
2DR1PP_pos,125.0,0.3947417052130072,0.3627342993466179,0.8163976175996286,2DR1PP
2HBO_neg,113.0,0.7434206976952524,0.413462767739266,0.8802990064584605,2HBO
2HBO_pos,144.0,0.09290328709689505,0.6252688237683308,0.768566514999994,2HBO
2HBt2_neg,119.0,0.5557349624423149,0.22031087505560382,0.8325568463681905,2HBt2
2HBt2_pos,119.0,0.5557349624423149,0.23721449486680374,0.8325568463681905,2HBt2
2HCO3_NAt_neg,101.0,0.8785934392551416,0.0319304641196084,0.9344865934304979,2HCO3_NAt
2HCO3_NAt_pos,105.0,0.9825901131969854,0.1440363891748157,0.9825901131969854,2HCO3_NAt
2MB2COAc_pos,103.0,0.9478034802354203,0.06509526876601159,0.9736346023382724,2MB2COAc
2MCITt_pos,126.0,0.37095103453309664,0.5511450733876049,0.8163976175996286,2MCITt
2OXOADOXm_pos,103.0,0.9478034802354203,0.25573881362219403,0.9736346023382724,2OXOADOXm
2OXOADPTm_neg,136.0,0.18314652532853137,0.5767922660295793,0.768566514999994,2OXOADPTm
2OXOADPTm_pos,114.0,0.7106595685403921,0.3580445625557208,0.8802990064584605,2OXOADPTm
34DHOXPEGOX_pos,153.0,0.038165769458830004,0.8812927050818357,0.768566514999994,34DHOXPEGOX
34DHOXPEGt_pos,153.0,0.038165769458830004,0.8812927050818349,0.768566514999994,34DHOXPEGt
34DHPHELAT1tc_pos,79.0,0.2657465520914202,-0.09208934637370506,0.7951176781692563,34DHPHELAT1tc
34DHPHEt_neg,79.0,0.2657465520914202,-0.09208934637370506,0.7951176781692563,34DHPHEt
34DHPHEt_pos,110.0,0.8443001476220315,0.15162790905553225,0.9234532864615971,34DHPHEt
34DHPLACOX_NADP__neg,121.0,0.498738821650313,0.3067250694415236,0.8325568463681905,34DHPLACOX_NADP_
34DHPLACOX_pos,121.0,0.498738821650313,0.3067250694415236,0.8325568463681905,34DHPLACOX
34DHXMANDACOX_NADP__neg,121.0,0.498738821650313,0.3067250694415236,0.8325568463681905,34DHXMANDACOX_NADP_
34DHXMANDACOX_pos,121.0,0.498738821650313,0.3067250694415236,0.8325568463681905,34DHXMANDACOX
34HPLFM_pos,153.0,0.038165769458830004,0.7980952818781993,0.768566514999994,34HPLFM
34HPPOR_pos,136.0,0.18314652532853137,0.7967752809737156,0.768566514999994,34HPPOR
34HPPte_neg,120.0,0.5268434347302196,0.5060039663939613,0.8325568463681905,34HPPte
34HPPte_pos,113.0,0.7434206976952524,0.21209371991543402,0.8802990064584605,34HPPte
35CGMPtn_pos,123.0,0.445008718746736,0.5832269868547506,0.8325568463681905,35CGMPtn
3AIBTm_pos,119.0,0.5557349624423149,0.44066703685354613,0.8325568463681905,3AIBTm
3AIB_Dtm_neg,120.0,0.5268434347302196,0.45958164427123915,0.8325568463681905,3AIB_Dtm
3AIB_Dtm_pos,143.0,0.10170693003109327,0.637610581048707,0.768566514999994,3AIB_Dtm
3AIBt_pos,119.0,0.5557349624423149,0.44066703685353736,0.8325568463681905,3AIBt
3AIBtm_pos,119.0,0.5557349624423149,0.44066703685353736,0.8325568463681905,3AIBtm
3DPHBH1_pos,153.0,0.038165769458830004,0.7980952818782093,0.768566514999994,3DPHBH1
3DPHBH2_pos,153.0,0.038165769458830004,0.7980154809105765,0.768566514999994,3DPHBH2
3DSPHR_pos,123.0,0.445008718746736,0.45310552070365384,0.8325568463681905,3DSPHR
3HAO_pos,97.0,0.7434206976952524,0.1300003127534326,0.8802990064584605,3HAO
3HBCDm_pos,124.0,0.4194324996066613,0.3100642898274689,0.8292318505569312,3HBCDm
3HBCOAHLm_pos,124.0,0.4194324996066613,0.4211234094156811,0.8292318505569312,3HBCOAHLm
3HBCOARc_pos,124.0,0.4194324996066613,0.3100642898274689,0.8292318505569312,3HBCOARc
3HCO3_NAt_neg,104.0,0.9825901131969854,-0.027178479751015013,0.9825901131969854,3HCO3_NAt
3HCO3_NAt_pos,104.0,0.9825901131969854,0.028158160234324957,0.9825901131969854,3HCO3_NAt
3HKYNAKGAT_pos,102.0,0.9098976159332963,-0.04335233145137297,0.9521279145622893,3HKYNAKGAT
3HLYTCL_pos,138.0,0.15606926343164354,0.7534729547779957,0.768566514999994,3HLYTCL
3MLDAt_pos,119.0,0.5557349624423149,0.32185338493200405,0.8325568463681905,3MLDAt
3MOBt2im_pos,129.0,0.3050688106228865,0.3607865159353841,0.8147959428376464,3MOBt2im
3MOBte_neg,107.0,0.9478034802354203,0.1294362513037364,0.9736346023382724,3MOBte
3MOBte_pos,113.0,0.7434206976952524,0.2706547647340271,0.8802990064584605,3MOBte
3MOPt2im_pos,129.0,0.3050688106228865,0.3607872514250352,0.8147959428376464,3MOPt2im
3MOPte_neg,111.0,0.810299496070296,0.11340747038200616,0.9014334247236789,3MOPte
3MOPte_pos,113.0,0.7434206976952524,0.2706547647340263,0.8802990064584605,3MOPte
3MOX4HOXPGALDOX_NADP__neg,121.0,0.498738821650313,0.3067250694415236,0.8325568463681905,3MOX4HOXPGALDOX_NADP_
3MOX4HOXPGALDOX_pos,121.0,0.498738821650313,0.3067250694415236,0.8325568463681905,3MOX4HOXPGALDOX
3SALAASPm_neg,151.0,0.04705744628217285,0.7837532564665393,0.768566514999994,3SALAASPm
3SALACBOXL_pos,139.0,0.1437248058279078,0.6581834674184922,0.768566514999994,3SALACBOXL
3SALAOX_pos,128.0,0.3261094520204889,0.743250181495916,0.8163976175996286,3SALAOX
3SALATAi_pos,151.0,0.04705744628217285,0.834402247543179,0.768566514999994,3SALATAi
3SALATAim_pos,151.0,0.04705744628217285,0.7837532564665393,0.768566514999994,3SALATAim
3SPYRSP_pos,151.0,0.04705744628217285,0.834402247543179,0.768566514999994,3SPYRSP
3SPYRSPm_pos,151.0,0.04705744628217285,0.7837532564665393,0.768566514999994,3SPYRSPm
41R1H2MAE12BOOX_pos,136.0,0.18314652532853137,0.7937462317397089,0.768566514999994,41R1H2MAE12BOOX
41R2A1H12BOOX_pos,153.0,0.038165769458830004,0.8812927050818423,0.768566514999994,41R2A1H12BOOX
4ABUTtcn_pos,126.0,0.37095103453309664,0.5515070866374314,0.8163976175996286,4ABUTtcn
4ABUTtm_neg,124.0,0.4194324996066613,0.5258776031633434,0.8292318505569312,4ABUTtm
4ABUTtm_pos,129.0,0.3050688106228865,0.5074408734341922,0.8147959428376464,4ABUTtm
4HBZCOAFm_pos,153.0,0.038165769458830004,0.7980952818781993,0.768566514999994,4HBZCOAFm
4HBZFm_pos,153.0,0.038165769458830004,0.7980952818781993,0.768566514999994,4HBZFm
4HDEBRISOQUINEte_neg,136.0,0.18314652532853137,0.46592661742798497,0.768566514999994,4HDEBRISOQUINEte
4HGLSDm_pos,93.0,0.615737058040257,-0.1278505182460833,0.8475032540441739,4HGLSDm
4HOXPACDOX_NADP__pos,110.0,0.8443001476220315,0.3732974992358513,0.9234532864615971,4HOXPACDOX_NADP_
4HPROLTASCT1_pos,121.0,0.498738821650313,0.282750011059769,0.8325568463681905,4HPROLTASCT1
4MOPt2im_pos,129.0,0.3050688106228865,0.3607862396637798,0.8147959428376464,4MOPt2im
4MOPte_neg,135.0,0.1979251021111571,0.5787626152880399,0.768566514999994,4MOPte
4MOPte_pos,110.0,0.8443001476220315,0.09127203226339207,0.9234532864615971,4MOPte
4MPTNLte_pos,112.0,0.7766531265771661,0.37174494758227095,0.8802990064584605,4MPTNLte
4MPTNLtm_neg,112.0,0.7766531265771661,0.37174494758227655,0.8802990064584605,4MPTNLtm
4MTOLBUTAMIDEte_neg,136.0,0.18314652532853137,0.46592661742798774,0.768566514999994,4MTOLBUTAMIDEte
4NPHSFte_neg,113.0,0.7434206976952524,0.3430072446077613,0.8802990064584605,4NPHSFte
4NPHSULT_pos,113.0,0.7434206976952524,0.3430072446077492,0.8802990064584605,4NPHSULT
4NPHte_pos,117.0,0.615737058040257,0.12381442348440061,0.8475032540441739,4NPHte
4OHPROIMINOtc_pos,121.0,0.498738821650313,0.282750011059769,0.8325568463681905,4OHPROIMINOtc
4PYRDX_pos,115.0,0.6784245040488326,0.43912915463732305,0.877653145977064,4PYRDX
5ADTSTSTERONEGLCte_pos,113.0,0.7434206976952524,0.37433341551400484,0.8802990064584605,5ADTSTSTERONEGLCte
5ADTSTSTERONEGLCtr_neg,113.0,0.7434206976952524,0.37433341551401084,0.8802990064584605,5ADTSTSTERONEGLCtr
5ADTSTSTERONESULT_pos,117.0,0.615737058040257,0.5306301377031568,0.8475032540441739,5ADTSTSTERONESULT
5ADTSTSTERONESte_neg,107.0,0.9478034802354203,0.36039953984465267,0.9736346023382724,5ADTSTSTERONESte
5ADTSTSTERONESte_pos,112.0,0.7766531265771661,0.38109085393456366,0.8802990064584605,5ADTSTSTERONESte
5ADTSTSTERONEte_neg,112.0,0.7766531265771661,0.38421726279448654,0.8802990064584605,5ADTSTSTERONEte
5ADTSTSTERONEte_pos,129.0,0.3050688106228865,0.47639046566398413,0.8147959428376464,5ADTSTSTERONEte
5ADTSTSTERONEtr_neg,128.0,0.3261094520204889,0.5295033285181721,0.8163976175996286,5ADTSTSTERONEtr
5ADTSTSTERONEtr_pos,112.0,0.7766531265771661,0.37647929676981373,0.8802990064584605,5ADTSTSTERONEtr
5AOPtm_neg,111.0,0.810299496070296,0.3203155147877079,0.9014334247236789,5AOPtm
5DHFtl_pos,147.0,0.07010858465571475,0.6553431789715425,0.768566514999994,5DHFtl
5FTHFt2_pos,132.0,0.24745429076477554,0.5652066163866675,0.7951176781692563,5FTHFt2
5HLTDL_pos,126.0,0.37095103453309664,0.5966093661840283,0.8163976175996286,5HLTDL
5HOMEPRAZOLEte_neg,136.0,0.18314652532853137,0.4659266174279873,0.768566514999994,5HOMEPRAZOLEte
5HOXINDACTO2OX_pos,102.0,0.9131160800723744,0.27069351836927946,0.9521279145622893,5HOXINDACTO2OX
5HTRPVESSEC_pos,139.0,0.1437248058279078,0.9479146520891868,0.768566514999994,5HTRPVESSEC
5MTAte_neg,136.0,0.18314652532853137,0.688850304274368,0.768566514999994,5MTAte
5MTAte_pos,140.0,0.13214331982716349,0.7094874885674007,0.768566514999994,5MTAte
5MTHFt2_neg,98.0,0.7766263459565153,0.45741274432679463,0.8802990064584605,5MTHFt2
5MTHFt2_pos,73.0,0.16914941234678227,0.2660943268413249,0.768566514999994,5MTHFt2
5MTHFt2le_neg,98.0,0.7766263459565153,0.4482728355550607,0.8802990064584605,5MTHFt2le
5MTHFt2le_pos,98.0,0.7766263459565153,0.4482728355550607,0.8802990064584605,5MTHFt2le
5MTHFt_neg,73.0,0.16914941234678227,0.2660943268413249,0.768566514999994,5MTHFt
5OXPROt_neg,113.0,0.7434206976952524,0.46590017529493893,0.8802990064584605,5OXPROt
5OXPROt_pos,118.0,0.5853789284609614,0.3283153742972077,0.8426810789370224,5OXPROt
5THFtl_pos,147.0,0.07010858465571475,0.6553431789715429,0.768566514999994,5THFtl
5THFtm_pos,125.0,0.3947417052130072,0.45783367623937055,0.8163976175996286,5THFtm
6DHFtl_pos,146.0,0.0771336684412056,0.6545785152435024,0.768566514999994,6DHFtl
6DHFtm_pos,125.0,0.3947417052130072,0.4771735281576287,0.8163976175996286,6DHFtm
6HTSTSTERONEte_pos,112.0,0.7766531265771661,0.37268312160463674,0.8802990064584605,6HTSTSTERONEte
6HTSTSTERONEtr_neg,112.0,0.7766531265771661,0.3726831216046485,0.8802990064584605,6HTSTSTERONEtr
6THFtl_pos,146.0,0.0771336684412056,0.6545785152434972,0.768566514999994,6THFtl
6THFtm_pos,125.0,0.3947417052130072,0.4768612113945419,0.8163976175996286,6THFtm
7DHCHSTEROLtr_neg,125.0,0.3947417052130072,0.6045866915350396,0.8163976175996286,7DHCHSTEROLtr
7DHCHSTEROLtr_pos,112.0,0.7766531265771661,0.3650270623075705,0.8802990064584605,7DHCHSTEROLtr
7DHFtl_pos,142.0,0.11116230009522643,0.6330400921009677,0.768566514999994,7DHFtl
7DHFtm_pos,126.0,0.37095103453309664,0.4629106267231225,0.8163976175996286,7DHFtm
7THFtl_pos,142.0,0.11116230009522643,0.6330400921009784,0.768566514999994,7THFtl
7THFtm_pos,126.0,0.37095103453309664,0.46267958428580397,0.8163976175996286,7THFtm
A4GALTg_pos,121.0,0.498738821650313,0.529517893923414,0.8325568463681905,A4GALTg
A4GNT2g_pos,111.0,0.810299496070296,0.4352445023932482,0.9014334247236789,A4GNT2g
AACOAT_pos,127.0,0.3480712878701422,0.5398000869550057,0.8163976175996286,AACOAT
AACTOOR_pos,120.0,0.5268434347302196,0.5495535084211228,0.8325568463681905,AACTOOR
AACTtm_pos,120.0,0.5268434347302196,0.5495535084211228,0.8325568463681905,AACTtm
AASAD3m_pos,105.0,0.9825901131969854,0.1635041262036133,0.9825901131969854,AASAD3m
AATAi_neg,136.0,0.18314652532853137,0.5767922660295762,0.768566514999994,AATAi
AATAi_pos,137.0,0.16920192165920167,0.47552473922223293,0.768566514999994,AATAi
ABO1g_pos,115.0,0.6784245040488326,0.44100310271806586,0.877653145977064,ABO1g
ABO2g_pos,116.0,0.6467674040054682,0.4400630196571295,0.866801675471246,ABO2g
ABO3g_pos,117.0,0.615737058040257,0.42021366488930695,0.8475032540441739,ABO3g
ABO4g_pos,113.0,0.7434206976952524,0.3714922848562072,0.8802990064584605,ABO4g
ABO5g_pos,113.0,0.7434206976952524,0.3714922848562072,0.8802990064584605,ABO5g
ABO6g_pos,108.0,0.9131160800723744,0.3159611416954179,0.9521279145622893,ABO6g
ABO7g_pos,108.0,0.9131160800723744,0.3159611416954179,0.9521279145622893,ABO7g
ABO8g_pos,113.0,0.7434206976952524,0.38531425694158034,0.8802990064584605,ABO8g
ABO9g_pos,110.0,0.8443001476220315,0.32014092137691774,0.9234532864615971,ABO9g
ABTArm_neg,124.0,0.4194324996066613,0.5258776031633159,0.8292318505569312,ABTArm
ABTArm_pos,129.0,0.3050688106228865,0.5074408734342127,0.8147959428376464,ABTArm
ABTD_neg,105.0,0.9825901131969854,0.33411743182909787,0.9825901131969854,ABTD
ABTD_pos,113.0,0.7434206976952524,0.24006873688855207,0.8802990064584605,ABTD
ABTti_pos,105.0,0.9825901131969854,0.3341765618244438,0.9825901131969854,ABTti
ABUTD_pos,109.0,0.8785934392551416,0.33424761000448,0.9344865934304979,ABUTD
ABUTt2r_neg,105.0,0.9825901131969854,0.02792863538084251,0.9825901131969854,ABUTt2r
ABUTt2r_pos,98.0,0.7766531265771661,0.10404456639171077,0.8802990064584605,ABUTt2r
ABUTt4_2_r_neg,98.0,0.7766531265771661,0.10404456639172308,0.8802990064584605,ABUTt4_2_r
ABUTt4_2_r_pos,105.0,0.9825901131969854,0.02792863538084251,0.9825901131969854,ABUTt4_2_r
ACACT10m_neg,104.0,0.9825901131969854,0.06757409674471117,0.9825901131969854,ACACT10m
ACACT10m_pos,127.0,0.3480712878701422,0.5039140142555701,0.8163976175996286,ACACT10m
ACACT1r_neg,125.0,0.3947417052130072,0.4641112731840285,0.8163976175996286,ACACT1r
ACACT1r_pos,117.0,0.615737058040257,0.3755995336570637,0.8475032540441739,ACACT1r
ACACT1rm_pos,123.0,0.445008718746736,0.5177741374503784,0.8325568463681905,ACACT1rm
ACACT1x_pos,124.0,0.4194324996066613,0.49611193104681933,0.8292318505569312,ACACT1x
ACACT4p_pos,122.0,0.4714517068389269,0.48697375966038303,0.8325568463681905,ACACT4p
ACACT5p_pos,122.0,0.4714517068389269,0.4869737596603863,0.8325568463681905,ACACT5p
ACACT6p_pos,122.0,0.4714517068389269,0.48697375966038525,0.8325568463681905,ACACT6p
ACACT7p_pos,122.0,0.4714517068389269,0.47409590780939814,0.8325568463681905,ACACT7p
ACACt2_neg,117.0,0.615737058040257,0.2612887618373879,0.8475032540441739,ACACt2
ACACt2_pos,117.0,0.615737058040257,0.2767772598184666,0.8475032540441739,ACACt2
ACACt2m_neg,121.0,0.49852718181531197,0.34584116168050916,0.8325568463681905,ACACt2m
ACACt2m_pos,119.5,0.5406939370218564,0.3458411616805091,0.8325568463681905,ACACt2m
ACACtx_neg,109.0,0.8785934392551416,0.40357773095357263,0.9344865934304979,ACACtx
ACALDt_neg,132.0,0.24745429076477554,0.459126804413062,0.7951176781692563,ACALDt
ACALDt_pos,119.0,0.5557349624423149,0.29937420208576365,0.8325568463681905,ACALDt
ACALDtm_neg,128.0,0.3261094520204889,0.45836523133024126,0.8163976175996286,ACALDtm
ACALDtr_pos,112.0,0.7766531265771661,0.36873747202154983,0.8802990064584605,ACALDtr
ACALDtx_pos,108.0,0.9131160800723744,0.3656541812160627,0.9521279145622893,ACALDtx
ACCOAC_pos,138.0,0.15606926343164354,0.8771251445857791,0.768566514999994,ACCOAC
ACCOACm_pos,120.0,0.5268434347302196,0.3334547515736371,0.8325568463681905,ACCOACm
ACCOAL_pos,122.0,0.4714517068389269,0.33449449539024917,0.8325568463681905,ACCOAL
ACCOALm_pos,136.0,0.18314652532853137,0.4882675160221412,0.768566514999994,ACCOALm
ACCOAgt_pos,123.0,0.445008718746736,0.5687138089933411,0.8325568463681905,ACCOAgt
ACCOAtr_neg,113.0,0.743298666900305,0.07894649671596955,0.8802990064584605,ACCOAtr
ACCOAtr_pos,113.0,0.743298666900305,0.07894649671596955,0.8802990064584605,ACCOAtr
ACETONEt2_neg,129.0,0.3050688106228865,0.5018493084500667,0.8147959428376464,ACETONEt2
ACETONEt2_pos,115.0,0.6784245040488326,0.05265007520884775,0.877653145977064,ACETONEt2
ACETONEt2m_neg,129.0,0.3050688106228865,0.5018493084500737,0.8147959428376464,ACETONEt2m
ACGAGBSIDEtg_neg,120.0,0.5268434347302196,0.48371124365991536,0.8325568463681905,ACGAGBSIDEtg
ACGAGBSIDEtl_pos,120.0,0.5268434347302196,0.4837112436599096,0.8325568463681905,ACGAGBSIDEtl
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg,113.0,0.7434206976952524,0.371492284856207,0.8802990064584605,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos,113.0,0.7434206976952524,0.3714922848562022,0.8802990064584605,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg,108.0,0.9131160800723744,0.31596114169541883,0.9521279145622893,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos,108.0,0.9131160800723744,0.3159611416954144,0.9521279145622893,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg
ACGALK2_pos,119.0,0.5557349624423149,0.49320334395367105,0.8325568463681905,ACGALK2
ACGALK_pos,119.0,0.5557349624423149,0.4933997206657349,0.8325568463681905,ACGALK
ACGALtlg_neg,126.0,0.37095103453309664,0.5957880611259132,0.8163976175996286,ACGALtlg
ACGALtly_pos,119.0,0.5557349624423149,0.4933997206657288,0.8325568463681905,ACGALtly
ACGAM2E_neg,116.0,0.6467674040054682,0.2957117366655557,0.866801675471246,ACGAM2E
ACGAM2E_pos,125.0,0.3947417052130072,0.6165302620501989,0.8163976175996286,ACGAM2E
ACGAM6PSi_pos,116.0,0.6467674040054682,0.44205211201056366,0.866801675471246,ACGAM6PSi
ACGAMK_pos,115.0,0.6784245040488326,0.2839995992208349,0.877653145977064,ACGAMK
ACGAMPM_pos,116.0,0.6467674040054682,0.3003426966609632,0.866801675471246,ACGAMPM
ACGBGBSIDEtg_neg,126.0,0.37095103453309664,0.5957880611259132,0.8163976175996286,ACGBGBSIDEtg
ACGBGBSIDEtl_pos,126.0,0.37095103453309664,0.5957880611259132,0.8163976175996286,ACGBGBSIDEtl
ACGPID_pos,145.0,0.08472204560508317,0.740276105669581,0.768566514999994,ACGPID
ACHEe_pos,119.0,0.5557349624423149,0.4313276549091825,0.8325568463681905,ACHEe
ACHVESSEC_pos,125.0,0.3947417052130072,0.5486133819215468,0.8163976175996286,ACHVESSEC
ACITL_pos,123.0,0.445008718746736,0.5294841922548398,0.8325568463681905,ACITL
ACN13ACNGALGBSIDEte_pos,127.0,0.3480712878701422,0.6194406441679776,0.8163976175996286,ACN13ACNGALGBSIDEte
ACN13ACNGALGBSIDEtg_neg,127.0,0.3480712878701422,0.6194406441679776,0.8163976175996286,ACN13ACNGALGBSIDEtg
ACN23ACNGALGBSIDEte_pos,127.0,0.3480712878701422,0.6194406441679776,0.8163976175996286,ACN23ACNGALGBSIDEte
ACN23ACNGALGBSIDEtg_neg,127.0,0.3480712878701422,0.6194406441679776,0.8163976175996286,ACN23ACNGALGBSIDEtg
ACNACNGAL14ACGLCGALGLUSIDEte_neg,127.0,0.3480712878701422,0.586869705187054,0.8163976175996286,ACNACNGAL14ACGLCGALGLUSIDEte
ACNACNGAL14ACGLCGALGLUSIDEtg_pos,127.0,0.3480712878701422,0.586869705187054,0.8163976175996286,ACNACNGAL14ACGLCGALGLUSIDEtg
ACNACNGALGBSIDEte_pos,127.0,0.3480712878701422,0.619440644167983,0.8163976175996286,ACNACNGALGBSIDEte
ACNACNGALGBSIDEtg_neg,127.0,0.3480712878701422,0.619440644167983,0.8163976175996286,ACNACNGALGBSIDEtg
ACNAM9PL2_pos,105.0,0.9825901131969854,0.3757396775959805,0.9825901131969854,ACNAM9PL2
ACNAM9PL_pos,123.0,0.445008718746736,0.5954807304197564,0.8325568463681905,ACNAM9PL
ACNAMPH_pos,123.0,0.445008718746736,0.5954807304197564,0.8325568463681905,ACNAMPH
ACNAMlt_neg,139.0,0.1437248058279078,0.8310068074159676,0.768566514999994,ACNAMlt
ACNAMtn_pos,109.0,0.8785934392551416,0.33758368149873774,0.9344865934304979,ACNAMtn
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg,121.0,0.498738821650313,0.5204365374601778,0.8325568463681905,ACNGALACGLCGAL14ACGLCGALGLUSIDEte
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos,121.0,0.498738821650313,0.5204365374601778,0.8325568463681905,ACNGALACGLCGAL14ACGLCGALGLUSIDEtg
ACNMLr_neg,128.0,0.3261094520204889,0.6388552918347413,0.8163976175996286,ACNMLr
ACNMLr_pos,123.0,0.445008718746736,0.5914936781492377,0.8325568463681905,ACNMLr
ACOAD10m_pos,128.0,0.3261094520204889,0.6544688535327362,0.8163976175996286,ACOAD10m
ACOAD1fm_pos,120.0,0.5268434347302196,0.5282356131072813,0.8325568463681905,ACOAD1fm
ACOAD8m_pos,165.0,0.009409864199244939,0.9046807891380807,0.7312055885313046,ACOAD8m
ACOAD9m_pos,128.0,0.3261094520204889,0.47002433594470394,0.8163976175996286,ACOAD9m
ACOAHi_pos,114.0,0.7106595685403921,0.42293684498231265,0.8802990064584605,ACOAHi
ACOAO7p_pos,121.0,0.498738821650313,0.4728116845830877,0.8325568463681905,ACOAO7p
ACONT_neg,136.0,0.18314652532853137,0.41403357334136204,0.768566514999994,ACONT
ACONT_pos,136.0,0.18314652532853137,0.41403357334136204,0.768566514999994,ACONT
ACONTm_neg,142.0,0.11116230009522643,0.5024809168186115,0.768566514999994,ACONTm
ACONTm_pos,142.0,0.11116230009522643,0.5024809168186115,0.768566514999994,ACONTm
ACOX22x_pos,107.0,0.9478034802354203,0.32635198816307565,0.9736346023382724,ACOX22x
ACOX2x_pos,114.0,0.7106595685403921,0.3753019768466231,0.8802990064584605,ACOX2x
ACP1_FMN__pos,131.0,0.2657465520914202,0.6925902803362711,0.7951176781692563,ACP1_FMN_
ACRNtm_pos,119.0,0.5557349624423149,0.4070767687901935,0.8325568463681905,ACRNtm
ACS2_pos,117.0,0.615737058040257,0.4612928611405037,0.8475032540441739,ACS2
ACS_pos,125.0,0.3947417052130072,0.48724592631845676,0.8163976175996286,ACS
ACSm_pos,126.0,0.37095103453309664,0.4857807442650969,0.8163976175996286,ACSm
ACTLMO_pos,109.0,0.8785934392551416,0.3226774279230351,0.9344865934304979,ACTLMO
ACTNMO_pos,116.0,0.6467674040054682,0.40204080894989663,0.866801675471246,ACTNMO
ACYP_pos,141.0,0.12129832212514398,0.6674827529938374,0.768566514999994,ACYP
ACt2m_neg,120.0,0.5268434347302196,0.3464457901851332,0.8325568463681905,ACt2m
ACt2m_pos,127.0,0.3480712878701422,0.5430347366532916,0.8163976175996286,ACt2m
ACt2r_neg,119.0,0.5557349624423149,0.28607098551059035,0.8325568463681905,ACt2r
ACt2r_pos,118.0,0.5853789284609614,0.28258319949275607,0.8426810789370224,ACt2r
ADA_pos,139.0,0.1437248058279078,0.539619233976141,0.768566514999994,ADA
