met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid
3moxtyr[c],3-Methoxytyramine,3,C05587,HMDB00022,FALSE,[c],3moxtyr,X3moxtyr.c.
adn[l],Adenosine,3,C00212,HMDB00050,FALSE,[l],adn,adn.l.
4hphac[c],4-hydroxyphenylacetate,3,C00642,HMDB00020,FALSE,[c],4hphac,X4hphac.c.
4mptnl[c],4-methylpentanal,3,C02373,HMDB01318,FALSE,[c],4mptnl,X4mptnl.c.
4nph[c],4-nitrophenolate,3,C00870,HMDB01232,FALSE,[c],4nph,X4nph.c.
4nph[e],4-nitrophenolate,3,C00870,HMDB01232,FALSE,[e],4nph,X4nph.e.
5adtststerones[c],5alpha-Dihydrotestosterone sulfate,3,,HMDB06278,FALSE,[c],5adtststerones,X5adtststerones.c.
5aop[m],5-Amino-4-oxopentanoate,3,C00430,HMDB01149,FALSE,[m],5aop,X5aop.m.
5dhf[c],pentaglutamyl folate (DHF),3,,HMDB06487,FALSE,[c],5dhf,X5dhf.c.
5dhf[l],pentaglutamyl folate (DHF),3,,HMDB06487,FALSE,[l],5dhf,X5dhf.l.
5hoxindoa[c],5-Hydroxyindoleacetate,3,C05635,HMDB00763,FALSE,[c],5hoxindoa,X5hoxindoa.c.
5thf[l],pentaglutamyl folate (THF),3,,,FALSE,[l],5thf,X5thf.l.
5thf[m],pentaglutamyl folate (THF),3,,,FALSE,[m],5thf,X5thf.m.
6dhf[l],hexaglutamyl folate (DHF),3,,HMDB06563,FALSE,[l],6dhf,X6dhf.l.
6dhf[m],hexaglutamyl folate (DHF),3,,HMDB06563,FALSE,[m],6dhf,X6dhf.m.
6thf[l],hexaglutamyl folate  (THF),3,,HMDB06563,FALSE,[l],6thf,X6thf.l.
6thf[m],hexaglutamyl folate  (THF),3,,HMDB06563,FALSE,[m],6thf,X6thf.m.
7dhchsterol[r],"cholesta-5,7-dien-3beta-ol",3,C01164,HMDB00032,FALSE,[r],7dhchsterol,X7dhchsterol.r.
7dhchsterol[c],"cholesta-5,7-dien-3beta-ol",3,C01164,HMDB00032,FALSE,[c],7dhchsterol,X7dhchsterol.c.
7dhf[c],heptaglutamyl folate (DHF),3,,,FALSE,[c],7dhf,X7dhf.c.
7thf[c],heptaglutamyl folate (THF),3,,,FALSE,[c],7thf,X7thf.c.
man[l],D-Mannose,3,C00159,HMDB00169,FALSE,[l],man,man.l.
galgluside_hs[c],galactosyl glucosyl ceramide,3,,,FALSE,[c],galgluside_hs,galgluside_hs.c.
thcrm_hs[g],trihexosyl ceramide,3,,,FALSE,[g],thcrm_hs,thcrm_hs.g.
core2[g],Core 2,3,,,FALSE,[g],core2,core2.g.
aacoa[c],Acetoacetyl-CoA,3,C00332,HMDB01484,FALSE,[c],aacoa,aacoa.c.
sucsal[m],Succinic semialdehyde,3,C00232,HMDB01259,FALSE,[m],sucsal,sucsal.m.
abt[c],L-arabinitol,3,C00532,HMDB01851,FALSE,[c],abt,abt.c.
aacoa[x],Acetoacetyl-CoA,3,C00332,HMDB01484,FALSE,[x],aacoa,aacoa.x.
accoa[g],Acetyl-CoA,3,C00024,HMDB01206,FALSE,[g],accoa,accoa.g.
accoa[n],Acetyl-CoA,3,C00024,HMDB01206,FALSE,[n],accoa,accoa.n.
acetone[e],acetone,3,C00207,HMDB01659,FALSE,[e],acetone,acetone.e.
acetone[c],acetone,3,C00207,HMDB01659,FALSE,[c],acetone,acetone.c.
acetone[m],acetone,3,C00207,HMDB01659,FALSE,[m],acetone,acetone.m.
acgal1p[c],N-Acetyl-D-galactosamine 1-phosphate,3,,HMDB06480,FALSE,[c],acgal1p,acgal1p.c.
hdd2coa[x],trans-Hexadec-2-enoyl-CoA,3,C05272,HMDB03945,FALSE,[x],hdd2coa,hdd2coa.x.
acrn[m],O-acetylcarnitine,3,C02571,HMDB00201,FALSE,[m],acrn,acrn.m.
ade[e],Adenine,3,C00147,HMDB00034,FALSE,[e],ade,ade.e.
adhap_hs[x],acyl-dihydroxyacetone phosphate,3,,,FALSE,[x],adhap_hs,adhap_hs.x.
camp[c],"3',5'-cyclic AMP(1-)",3,C00575,HMDB00058,FALSE,[c],camp,camp.c.
adn[m],Adenosine,3,C00212,HMDB00050,FALSE,[m],adn,adn.m.
adprib[c],ADPribose,3,C00301,HMDB01178,FALSE,[c],adprib,adprib.c.
adprib[e],ADPribose,3,C00301,HMDB01178,FALSE,[e],adprib,adprib.e.
adrn[e],adrenic acid,3,C16527,HMDB02226,FALSE,[e],adrn,adrn.e.
adrn[c],adrenic acid,3,C16527,HMDB02226,FALSE,[c],adrn,adrn.c.
aps[c],5'-adenylyl sulfate(2-),3,C00224,HMDB01003,FALSE,[c],aps,aps.c.
aicar[c],5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,3,C04677,HMDB01517,FALSE,[c],aicar,aicar.c.
ak2g_hs[c],1-alkyl 2-acylglycerol,3,,,FALSE,[c],ak2g_hs,ak2g_hs.c.
cdpea[c],CDP-ethanolamine(1-),3,C00570,HMDB01564,FALSE,[c],cdpea,cdpea.c.
akgp_hs[c],O-alkylglycerone phosphate(2-),3,,,FALSE,[c],akgp_hs,akgp_hs.c.
urea[m],Urea,3,C00086,HMDB00294,FALSE,[m],urea,urea.m.
ak2lgchol_hs[e],1-alkyl 2-lysoglycerol 3-phosphocholine,3,C04317,,FALSE,[e],ak2lgchol_hs,ak2lgchol_hs.e.
prgstrn[c],progesterone,3,C00410,HMDB01830,FALSE,[c],prgstrn,prgstrn.c.
xol7ah[c],7alpha-hydroxy-5beta-cholestan-3-one,3,C05451,HMDB06892,FALSE,[c],xol7ah,xol7ah.c.
xoldioloneh[c],"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one",3,C05453,HMDB06887,FALSE,[c],xoldioloneh,xoldioloneh.c.
xoldiolone[c],"7alpha,12alpha-Dihydroxycholest-4-en-3-one",3,C17339,HMDB02197,FALSE,[c],xoldiolone,xoldiolone.c.
12ppd_R[c],"(R)-propane-1,2-diol",3,C00583,HMDB01881,FALSE,[c],12ppd_R,X12ppd_R.c.
lald_L[c],(S)-lactaldehyde,3,C00424,HMDB03052,FALSE,[c],lald_L,lald_L.c.
prist[c],pristanic acid,3,,HMDB00795,FALSE,[c],prist,prist.c.
15HPET[c],15(S)-HPETE(1-),3,C05966,HMDB04244,FALSE,[c],15HPET,X15HPET.c.
dhcholestancoa[r],"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",3,C04644,HMDB02159,FALSE,[r],dhcholestancoa,dhcholestancoa.r.
cholcoar[r],"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)",3,C05448,HMDB02178,FALSE,[r],cholcoar,cholcoar.r.
strch2[e],"starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})",3,,,FALSE,[e],strch2,strch2.e.
glygn4[e],"glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",3,,,FALSE,[e],glygn4,glygn4.e.
andrstrn[c],androsterone,3,C00523,HMDB00031,FALSE,[c],andrstrn,andrstrn.c.
ala_B[m],beta-alanine,3,C00099,HMDB00056,FALSE,[m],ala_B,ala_B.m.
msa[m],3-oxopropanoate,3,C00222,HMDB11111,FALSE,[m],msa,msa.m.
biocyt[c],Biocytin,3,C05552,HMDB03134,FALSE,[c],biocyt,biocyt.c.
arachcoa[m],arachidyl coenzyme A,3,C02041,HMDB04258,FALSE,[m],arachcoa,arachcoa.m.
Rtotalcoa[m],R total Coenzyme A,3,,,FALSE,[m],Rtotalcoa,Rtotalcoa.m.
sphings[l],sphingosine(1+),3,C00319,HMDB00252,FALSE,[l],sphings,sphings.l.
Asn_X_Ser_Thr[r],protein-linked asparagine residue (N-glycosylation site),3,,,FALSE,[r],Asn_X_Ser_Thr,Asn_X_Ser_Thr.r.
cbp[c],Carbamoyl phosphate,3,C00169,HMDB01096,FALSE,[c],cbp,cbp.c.
cbasp[c],N-Carbamoyl-L-aspartate,3,C00438,HMDB00828,FALSE,[c],cbasp,cbasp.c.
asp_D[e],D-aspartate(1-),3,C00402,HMDB06483,FALSE,[e],asp_D,asp_D.e.
asp_D[c],D-aspartate(1-),3,C00402,HMDB06483,FALSE,[c],asp_D,asp_D.c.
avite1[e],(+)-alpha-tocopherol,3,C02477,HMDB01893,FALSE,[e],avite1,avite1.e.
ga2_hs[g],GA2,3,,,FALSE,[g],ga2_hs,ga2_hs.g.
acglcgalgluside_hs[g],N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,3,,,FALSE,[g],acglcgalgluside_hs,acglcgalgluside_hs.g.
gluside_hs[g],D-glucosyl-N-acylsphingosine,3,,,FALSE,[g],gluside_hs,gluside_hs.g.
tchola[x],taurocholate,3,,HMDB00036,FALSE,[x],tchola,tchola.x.
dgchol[x],glycochenodeoxycholate,3,C05466,HMDB00637,FALSE,[x],dgchol,dgchol.x.
btn[m],Biotin,3,C00120,HMDB00030,FALSE,[m],btn,btn.m.
bilglcur[r],mono(glucosyluronic acid)bilirubin(2-),3,,,FALSE,[r],bilglcur,bilglcur.r.
3aib_D[c],D-3-Amino-isobutanoate,3,C01205,HMDB02299,FALSE,[c],3aib_D,X3aib_D.c.
44mctr[r],"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",3,C11455,HMDB01023,FALSE,[r],44mctr,X44mctr.r.
pmtcrn[m],L-palmitoylcarnitine,3,C02990,HMDB00222,FALSE,[m],pmtcrn,pmtcrn.m.
4mzym_int1[r],4-Methylzymosterol intermediate 1,3,C15808,HMDB06927,FALSE,[r],4mzym_int1,X4mzym_int1.r.
zym_int2[r],zymosterol intermediate 2,3,C05437,HMDB06271,FALSE,[r],zym_int2,zym_int2.r.
cbl2[c],Cob(II)alamin,3,C00541,HMDB06316,FALSE,[c],cbl2,cbl2.c.
cbp[m],Carbamoyl phosphate,3,C00169,HMDB01096,FALSE,[m],cbp,cbp.m.
crm_hs[g],N-acylsphingosine,3,,,FALSE,[g],crm_hs,crm_hs.g.
crm_hs[r],N-acylsphingosine,3,,,FALSE,[r],crm_hs,crm_hs.r.
xol25oh[r],25-hydroxycholesterol,3,C15519,HMDB06247,FALSE,[r],xol25oh,xol25oh.r.
chol[m],Choline,3,C00114,HMDB00097,FALSE,[m],chol,chol.m.
chtn[e],chitin,3,,,FALSE,[e],chtn,chtn.e.
itaccoa[m],itaconyl-CoA(5-),3,C00531,HMDB03377,FALSE,[m],itaccoa,itaccoa.m.
citmcoa_L[m],(3S)-citramalyl-CoA(5-),3,C01011,HMDB06345,FALSE,[m],citmcoa_L,citmcoa_L.m.
pcreat[c],N-phosphocreatinate(2-),3,C02305,HMDB01511,FALSE,[c],pcreat,pcreat.c.
clpndcoa[x],clupanodonyl CoA,3,C16166,HMDB06267,FALSE,[x],clpndcoa,clpndcoa.x.
coa[g],Coenzyme A,3,C00010,HMDB01423,FALSE,[g],coa,coa.g.
coa[l],Coenzyme A,3,C00010,HMDB01423,FALSE,[l],coa,coa.l.
cpppg3[c],Coproporphyrinogen III,3,C03263,HMDB01261,FALSE,[c],cpppg3,cpppg3.c.
creat[e],creatine,3,C00300,HMDB00064,FALSE,[e],creat,creat.e.
pcrn[x],propionyl-carnitine,3,C03017,HMDB00824,FALSE,[x],pcrn,pcrn.x.
acrn[x],O-acetylcarnitine,3,C02571,HMDB00201,FALSE,[x],acrn,acrn.x.
dmnoncrn[x],"4,8-dimethylnonanoyl carnitine",3,,HMDB06202,FALSE,[x],dmnoncrn,dmnoncrn.x.
dmnoncrn[m],"4,8-dimethylnonanoyl carnitine",3,,HMDB06202,FALSE,[m],dmnoncrn,dmnoncrn.m.
crtsl[m],cortisol,3,C00735,HMDB00063,FALSE,[m],crtsl,crtsl.m.
crtstrn[c],corticosterone,3,C02140,HMDB01547,FALSE,[c],crtstrn,crtstrn.c.
crvnc[e],"cervonic acid, C22:6 n-3",3,C06429,HMDB02183,FALSE,[e],crvnc,crvnc.e.
crvnc[c],"cervonic acid, C22:6 n-3",3,C06429,HMDB02183,FALSE,[c],crvnc,crvnc.c.
cs_a[l],"chondroitin sulfate A (GalNAc4S-GlcA), free chain",3,,,FALSE,[l],cs_a,cs_a.l.
cs_b[l],"chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), free chain",3,,,FALSE,[l],cs_b,cs_b.l.
cs_c[l],"chondroitin sulfate C (GalNAc6S-GlcA), free chain",3,,,FALSE,[l],cs_c,cs_c.l.
cs_d[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain",3,,,FALSE,[l],cs_d,cs_d.l.
cs_e[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain",3,,,FALSE,[l],cs_e,cs_e.l.
cspg_a[e],chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan,3,,,FALSE,[e],cspg_a,cspg_a.e.
cspg_b[e],chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan,3,,,FALSE,[e],cspg_b,cspg_b.e.
cspg_c[e],chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan,3,,,FALSE,[e],cspg_c,cspg_c.e.
cspg_d[e],chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan,3,,,FALSE,[e],cspg_d,cspg_d.e.
cspg_e[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",3,,,FALSE,[g],cspg_e,cspg_e.g.
cspg_e[e],"chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan",3,,,FALSE,[e],cspg_e,cspg_e.e.
cyan[c],hydrogen cyanide,3,C01326,HMDB02084,FALSE,[c],cyan,cyan.c.
cmp[m],CMP,3,C00055,HMDB00095,FALSE,[m],cmp,cmp.m.
nh4[n],Ammonium,3,C00014,HMDB00051,FALSE,[n],nh4,nh4.n.
3aib_D[m],D-3-Amino-isobutanoate,3,C01205,HMDB02299,FALSE,[m],3aib_D,X3aib_D.m.
dcyt[n],Deoxycytidine,3,C00881,HMDB00014,FALSE,[n],dcyt,dcyt.n.
56dihindlcrbxlt[c],"5,6-dihydroxyindole-2-carboxylate",3,C04185,HMDB01253,FALSE,[c],56dihindlcrbxlt,X56dihindlcrbxlt.c.
dcyt[e],Deoxycytidine,3,C00881,HMDB00014,FALSE,[e],dcyt,dcyt.e.
4h2oglt[m],4-hydroxy-2-oxoglutarate(2-),3,C01127,HMDB02070,FALSE,[m],4h2oglt,X4h2oglt.m.
dolichol_L[c],"Dolichol, human liver homolog",3,,,FALSE,[c],dolichol_L,dolichol_L.c.
dolichol_U[c],"Dolichol, human uterine homolog",3,,,FALSE,[c],dolichol_U,dolichol_U.c.
dgmp[m],dGMP,3,C00362,HMDB01044,FALSE,[m],dgmp,dgmp.m.
dgsn[e],Deoxyguanosine,3,C00330,HMDB00085,FALSE,[e],dgsn,dgsn.e.
dhdascb[e],dehydroascorbide(1-),3,C00425,HMDB01264,FALSE,[e],dhdascb,dhdascb.e.
dhap[x],Dihydroxyacetone phosphate,3,C00111,HMDB01473,FALSE,[x],dhap,dhap.x.
dhcholestanate[m],"3alpha,7alpha-Dihydroxy-5beta-cholestanate",3,C04554,HMDB00359,FALSE,[m],dhcholestanate,dhcholestanate.m.
dhcholestanate[x],"3alpha,7alpha-Dihydroxy-5beta-cholestanate",3,C04554,HMDB00359,FALSE,[x],dhcholestanate,dhcholestanate.x.
dsmsterol[r],desmosterol,3,C01802,HMDB02719,FALSE,[r],dsmsterol,dsmsterol.r.
56dura[c],"5,6-dihydrouracil",3,C00429,HMDB00076,FALSE,[c],56dura,X56dura.c.
digalside_hs[c],Digalactosylceramide,3,C06126,,FALSE,[c],digalside_hs,digalside_hs.c.
digalside_hs[g],Digalactosylceramide,3,C06126,,FALSE,[g],digalside_hs,digalside_hs.g.
ditp[c],dITP(4-),3,C01345,HMDB03537,FALSE,[c],ditp,ditp.c.
2kmb[c],2-keto-4-methylthiobutyrate,3,C01180,HMDB01553,FALSE,[c],2kmb,X2kmb.c.
lac_D[m],(R)-lactate,3,C00256,HMDB01311,FALSE,[m],lac_D,lac_D.m.
dlnlcg[e],dihomo-gamma-linolenic acid (n-6),3,C03242,HMDB02925,FALSE,[e],dlnlcg,dlnlcg.e.
ethamp[r],O-phosphonatoethanaminium(1-),3,C00346,HMDB00224,FALSE,[r],ethamp,ethamp.r.
Ser_Thr[l],protein-linked serine or threonine residue (O-glycosylation site),3,,,FALSE,[l],Ser_Thr,Ser_Thr.l.
sprm[e],spermine(4+),3,C00750,HMDB01256,FALSE,[e],sprm,sprm.e.
dmpp[c],Dimethylallyl diphosphate,3,C00235,HMDB01120,FALSE,[c],dmpp,dmpp.c.
sarcs[m],Sarcosine,3,C00213,HMDB00271,FALSE,[m],sarcs,sarcs.m.
dmhptcrn[c],"2,6 dimethylheptanoyl carnitine",3,,HMDB06320,FALSE,[c],dmhptcrn,dmhptcrn.c.
dmnoncrn[c],"4,8-dimethylnonanoyl carnitine",3,,HMDB06202,FALSE,[c],dmnoncrn,dmnoncrn.c.
dmnoncoa[m],"4,8 dimethylnonanoyl-CoA",3,,HMDB11604,FALSE,[m],dmnoncoa,dmnoncoa.m.
2c23dh56dhoxin[c],"2-Carboxy-2,3-dihydro-5,6-dihydroxyindole",3,C05604,HMDB04067,FALSE,[c],2c23dh56dhoxin,X2c23dh56dhoxin.c.
2dr5p[c],2-deoxy-D-ribose 5-phosphate(2-),3,C00673,HMDB01031,FALSE,[c],2dr5p,X2dr5p.c.
duri[m],Deoxyuridine,3,C00526,HMDB00012,FALSE,[m],duri,duri.m.
duri[e],Deoxyuridine,3,C00526,HMDB00012,FALSE,[e],duri,duri.e.
dutp[n],dUTP,3,C00460,HMDB01191,FALSE,[n],dutp,dutp.n.
elaid[e],elaidate,3,C00712,HMDB00573,FALSE,[e],elaid,elaid.e.
elaid[c],elaidate,3,C00712,HMDB00573,FALSE,[c],elaid,elaid.c.
2pg[c],D-Glycerate 2-phosphate,3,C00631,HMDB03391,FALSE,[c],2pg,X2pg.c.
estradiolglc[e],17beta-estradiol 3-glucosiduronic acid,3,C05503,HMDB06224,FALSE,[e],estradiolglc,estradiolglc.e.
estradiolglc[c],17beta-estradiol 3-glucosiduronic acid,3,C05503,HMDB06224,FALSE,[c],estradiolglc,estradiolglc.c.
10fthf5glu[e],10-formyltetrahydrofolate-[Glu](5),3,,,FALSE,[e],10fthf5glu,X10fthf5glu.e.
10fthf6glu[e],10-formyltetrahydrofolate-[Glu](6),3,,,FALSE,[e],10fthf6glu,X10fthf6glu.e.
11_cis_retfa[e],fatty acid 11-cis-retinol,3,,,FALSE,[e],11_cis_retfa,X11_cis_retfa.e.
5dhf[e],pentaglutamyl folate (DHF),3,,HMDB06487,FALSE,[e],5dhf,X5dhf.e.
5thf[e],pentaglutamyl folate (THF),3,,,FALSE,[e],5thf,X5thf.e.
6dhf[e],hexaglutamyl folate (DHF),3,,HMDB06563,FALSE,[e],6dhf,X6dhf.e.
6thf[e],hexaglutamyl folate  (THF),3,,HMDB06563,FALSE,[e],6thf,X6thf.e.
9_cis_retfa[e],fatty acid 9-cis-retinol,3,,,FALSE,[e],9_cis_retfa,X9_cis_retfa.e.
fuc_L[e],L-fucose,3,C01019,HMDB00174,FALSE,[e],fuc_L,fuc_L.e.
gdp[e],GDP,3,C00035,HMDB01201,FALSE,[e],gdp,gdp.e.
gluala[e],5-L-Glutamyl-L-alanine,3,C03740,HMDB06248,FALSE,[e],gluala,gluala.e.
glygn5[e],"glycogen, structure 5 (glycogenin-2[1,4-Glc])",3,,,FALSE,[e],glygn5,glygn5.e.
gmp[e],GMP,3,C00144,HMDB01397,FALSE,[e],gmp,gmp.e.
ha[e],hyaluronan,3,,,FALSE,[e],ha,ha.e.
ha_pre1[e],"hyaluronan biosynthesis, precursor 1",3,C04794,,FALSE,[e],ha_pre1,ha_pre1.e.
hdcea[e],Hexadecenoate (n-C16:1),3,C08362,HMDB03229,FALSE,[e],hdcea,hdcea.e.
hspg[e],heparan sulfate proteoglycan,3,,,FALSE,[e],hspg,hspg.e.
idp[e],IDP(3-),3,C00104,HMDB03335,FALSE,[e],idp,idp.e.
ksii_core2[e],keratan sulfate II (core 2-linked),3,,,FALSE,[e],ksii_core2,ksii_core2.e.
ksii_core4[e],keratan sulfate II (core 4-linked),3,,,FALSE,[e],ksii_core4,ksii_core4.e.
lnlnca[e],alpha-linolenate,3,C06427,HMDB01388,FALSE,[e],lnlnca,lnlnca.e.
lnlncg[e],gamma-linolenate,3,C06426,HMDB03073,FALSE,[e],lnlncg,lnlncg.e.
malttr[e],maltotriose,3,C01835,HMDB01262,FALSE,[e],malttr,malttr.e.
man[e],D-Mannose,3,C00159,HMDB00169,FALSE,[e],man,man.e.
n2m2nmasn[e],"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",3,C04946,,FALSE,[e],n2m2nmasn,n2m2nmasn.e.
no[e],Nitric oxide,3,C00533,HMDB03378,FALSE,[e],no,no.e.
nrvnc[e],nervonate,3,C08323,HMDB02368,FALSE,[e],nrvnc,nrvnc.e.
o2s[e],superoxide,3,C00704,HMDB02168,FALSE,[e],o2s,o2s.e.
paf_hs[e],1-alkyl 2-acteylglycerol 3-phosphocholine,3,,,FALSE,[e],paf_hs,paf_hs.e.
pglyc_hs[e],phosphatidylglycerol(1-),3,,,FALSE,[e],pglyc_hs,pglyc_hs.e.
pheme[e],Protoheme,3,C00032,HMDB03178,FALSE,[e],pheme,pheme.e.
phyQ[e],phylloquinone,3,C02059,HMDB03555,FALSE,[e],phyQ,phyQ.e.
pro_D[e],D-proline,3,C00763,HMDB03411,FALSE,[e],pro_D,pro_D.e.
ps_hs[e],phosphatidylserine,3,,,FALSE,[e],ps_hs,ps_hs.e.
retfa[e],fatty acid retinol,3,,,FALSE,[e],retfa,retfa.e.
retinol[e],retinol,3,C00473,HMDB00305,FALSE,[e],retinol,retinol.e.
rib_D[e],D-ribose,3,C00121,HMDB00283,FALSE,[e],rib_D,rib_D.e.
s2l2n2m2masn[e],de-Fuc form of PA6,3,,,FALSE,[e],s2l2n2m2masn,s2l2n2m2masn.e.
ser_D[e],D-serine,3,C00740,HMDB03406,FALSE,[e],ser_D,ser_D.e.
strdnc[e],"stearidonic acid C18:4, n-3",3,C16300,HMDB06547,FALSE,[e],strdnc,strdnc.e.
tcynt[e],thiocyanate,3,C01755,HMDB01453,FALSE,[e],tcynt,tcynt.e.
thf[e],"5,6,7,8-Tetrahydrofolate",3,C00101,HMDB01846,FALSE,[e],thf,thf.e.
thm[e],Thiamin,3,C00378,HMDB00235,FALSE,[e],thm,thm.e.
vacc[e],trans-vaccenate,3,C08367,,FALSE,[e],vacc,vacc.e.
vitd3[e],calciol,3,C05443,HMDB00876,FALSE,[e],vitd3,vitd3.e.
f1a[l],F1alpha,3,,,FALSE,[l],f1a,f1a.l.
ddcaACP[c],Dodecanoyl-ACP (n-C12:0ACP),3,,,FALSE,[c],ddcaACP,ddcaACP.c.
myrsACP[c],Myristoyl-ACP (n-C14:0ACP),3,,,FALSE,[c],myrsACP,myrsACP.c.
palmACP[c],Palmitoyl-ACP (n-C16:0ACP),3,,,FALSE,[c],palmACP,palmACP.c.
lneldc[c],linoelaidic acid (all trans C18:2),3,,HMDB06270,FALSE,[c],lneldc,lneldc.c.
pristcoa[c],pristanoyl coa,3,,,FALSE,[c],pristcoa,pristcoa.c.
phytcoa[c],phytanoyl-CoA(4-),3,C02060,HMDB01359,FALSE,[c],phytcoa,phytcoa.c.
nrvnc[c],nervonate,3,C08323,HMDB02368,FALSE,[c],nrvnc,nrvnc.c.
Sfglutth[c],S-formylglutathionate(1-),3,C01031,HMDB01550,FALSE,[c],Sfglutth,Sfglutth.c.
hpdcacoa[m],heptadecanoyl coa,3,,HMDB06497,FALSE,[m],hpdcacoa,hpdcacoa.m.
lneldccoa[m],linoelaidyl coenzyme A,3,,,FALSE,[m],lneldccoa,lneldccoa.m.
lnlncacoa[m],alpha-Linolenoyl-CoA,3,C16162,HMDB06290,FALSE,[m],lnlncacoa,lnlncacoa.m.
dcacoa[c],Decanoyl-CoA (n-C10:0CoA),3,C05274,HMDB06404,FALSE,[c],dcacoa,dcacoa.c.
ddcacoa[c],Dodecanoyl-CoA (n-C12:0CoA),3,C01832,HMDB03571,FALSE,[c],ddcacoa,ddcacoa.c.
gcald[c],glycolaldehyde,3,C00266,HMDB03344,FALSE,[c],gcald,gcald.c.
fuc_L[c],L-fucose,3,C01019,HMDB00174,FALSE,[c],fuc_L,fuc_L.c.
Lfmkynr[c],N-formyl-L-kynurenine,3,C02700,HMDB01200,FALSE,[c],Lfmkynr,Lfmkynr.c.
for[n],Formate,3,C00058,HMDB00142,FALSE,[n],for,for.n.
frdp[x],Farnesyl diphosphate,3,C00448,HMDB00961,FALSE,[x],frdp,frdp.x.
ttc_ggdp[c],"trans,trans,cis-Geranylgeranyl diphosphate",3,C11356,,FALSE,[c],ttc_ggdp,ttc_ggdp.c.
fuc_L[l],L-fucose,3,C01019,HMDB00174,FALSE,[l],fuc_L,fuc_L.l.
s2l2n2m2masn[l],de-Fuc form of PA6,3,,,FALSE,[l],s2l2n2m2masn,s2l2n2m2masn.l.
tsul[m],thiosulfate(2-),3,C05529,HMDB00257,FALSE,[m],tsul,tsul.m.
tsul[c],thiosulfate(2-),3,C05529,HMDB00257,FALSE,[c],tsul,tsul.c.
acngal14acglcgalgluside_hs[g],Sialyl-3-paragloboside,3,,,FALSE,[g],acngal14acglcgalgluside_hs,acngal14acglcgalgluside_hs.g.
l2fn2m2masn[g],"{[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine",3,,,FALSE,[g],l2fn2m2masn,l2fn2m2masn.g.
g1m6masnB1[r],glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),3,,,FALSE,[r],g1m6masnB1,g1m6masnB1.r.
g1m7masnB[r],"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",3,,,FALSE,[r],g1m7masnB,g1m7masnB.r.
g1m7masnC[r],"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",3,,,FALSE,[r],g1m7masnC,g1m7masnC.r.
g2m8masn[r],(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),3,C05874,,FALSE,[r],g2m8masn,g2m8masn.r.
6pgl[r],"6-phospho-D-glucono-1,5-lactone",3,C01236,HMDB01127,FALSE,[r],6pgl,X6pgl.r.
gacpail_hs[r],glucosaminyl-acylphosphatidylinositol,3,,,FALSE,[r],gacpail_hs,gacpail_hs.r.
ksi_deg26[l],"keratan sulfate I, degradation product 26",3,,,FALSE,[l],ksi_deg26,ksi_deg26.l.
ksi_deg27[l],"keratan sulfate I, degradation product 27",3,,,FALSE,[l],ksi_deg27,ksi_deg27.l.
ksi_deg29[l],"keratan sulfate I, degradation product 29",3,,,FALSE,[l],ksi_deg29,ksi_deg29.l.
ksi_deg30[l],"keratan sulfate I, degradation product 30",3,,,FALSE,[l],ksi_deg30,ksi_deg30.l.
